axe_id,task_id,collection,comments,date-rec,find-date,find-place,labels,material,ngr,number,condition,areablad,areablal,areablar,areabody,areapoll,blacon,bladang,blaedwid,blaleng,blasin,blathick,blawid,bothick,corbaby,corbapl,corfroby,corfropl,edcon,edsin,gribabl,gribaby,gribapl,grifrobl,grifroby,grifropl,grinside,gripoled,lefedwid,lefthick,lengmaxt,lengmaxw,longside,lonpoled,maxleng,maxthick,maxwid,polbabl,polbaby,polbapl,poledwid,poleng,polfrobl,polfroby,polfropl,polthick,polwid,rebabl,rebaby,rebapl,refrobl,refroby,refropl,ritedwid,rithick,topthick,weight
10886,96993,Winchester Mus,"",24.7.78,"","","Itchen Stoke 133
1",flint,SU5632,10886,complete,,,,,,,90,,,,,,,1,1,7,0,,,,,,,,,100,15,3,,,,100,15,,34,,,,,1,,,,,,,,,,,,,,,,280
10887,96994,Winchester Mus.,1. found in garden.,24.7.78,"","Oakwood Rd, Chandler's Ford ",2182,flint,"",10887,reworked fragment,,,,,,,95,,,,,,,0,0,0,0,,,,,,,,,30,0,2,,,,80,15,,33,,,,,0,,,,,,,,,,,,,,,,115
10888,96995,Winchester Mus.,"1. parts of poll edge are quite distinct.
2. heavily patinated.",25.7.78,"","",DUNBRIDGE 850.59,flint,SU3126,10888,complete,,,,,,,70,,,,,,,0,0,0,0,,,,,,,,,130,30,5,,,,130,30,,31,,,,,2,,,,,,,,,,,,,,,,280
10889,96996,Winchester Mus.,"1. 'ground' surface across middle of celt is little more than crushing. Below this, it is normally ground.",25.7.78,"","Tichborne, Ha","2144.14
99. DALE COLLN
Tichbourne WD",flint,Su 5730,10889,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,90,0,6,,,,135,20,,31,,,,,0,,,,,,,,,,,,,,,,180
10890,96997,Winchester Mus.,1. small scar facet on poll edge is ground in.,25.7.78,"","Belbin's Pit, Romsey","D.C.78
2144.2
DALE 78",flint,"",10890,complete,,,,,,,95,,,,,,,0,0,8,0,,,,,,,,,150,5,26,,,,150,5,,39,,,,,2.5,,,,,,,,,,,,,,,,165
10891,96998,Winchester Mus.,"",25.7.78,"","","69. DALE COLLN
Ashfield Ramsey WD
Ashfield Ramsey 2144.48",flint,Su 3619,10891,complete,,,,,,,85,,,,,,,6,0,9,0,,,,,,,,,130,30,7,,,,130,30,,32,,,,,0,,,,,,,,,,,,,,,,405
10892,96999,Winchester Mus,1. poll edge is cortex,25.7.78,"","","72 DALE COLLN
2144.1
Birch Copse Tichfield",flint,"",10892,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,115,10,5,,,,115,10,,32,,,,,3,,,,,,,,,,,,,,,,260
10893,97000,Christchurch Mus.,1. poll edge on right side looks damaged mainly because of sharp condition – but all scarring is in same condition.,26.7.78,1912,"","Christchurch Mus.
BOSCOMBE.
SHELLEY ESTATE.
Nii.4.",flint,SZ 117 918,10893,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,100,25,7,,,,100,30,,25,,,,,2,,,,,,,,,,,,,,,,180
10894,97001,Christchurch Mus.,"1. poll edge is stained dark grey & weathered to a rough surface – older than rest of flaking. 
2. blade edge is ground to a facet, slightly rounded, but with distinct edges. Max. width = 1mm.",26.7.78,"","","Nii. 64. 
Christch[-illeg] WD
96. DALE COLLN",flint,SZ 15 92,10894,complete,,,,,,,180,,,,,,,0,0,0,0,,,,,,,,,125,0,1.5,,,,135,30,,26,,,,,18,,,,,,,,,,,,,,,,195
10895,97002,Christchurch Mus. ,1. found in field.,28.7.78,1912,"","ROWBURY DOUBLE DITCHES. 
Nii. 3.",flint,162918,10845,complete,,,,,,,90,,,,,,,0,0,8,0,,,,,,,,,105,10,3.5,,,,105,10,,25,,,,,2,,,,,,,,,,,,,,,,145
10896,97003,Christchurch Mus.,"",26.7.78,1933,"","EXTON RD IFORD 1933
Nii.31.
RH 349",flint,SZ138931,10896,reworked fragment,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,120,30,5.5,,,,120,30,,27,,,,,1.5,,,,,,,,,,,,,,,,260
10897,97004,Christchurch Mus.,"",26.7.78,"","","LOWER DRIVE QUEEN'S PARK 1935
Nii. 32.
RH 354",flint,SZ 115935,10897,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,120,15,4,,,,120,25,,29,,,,,2,,,,,,,,,,,,,,,,245
10898,97005,Christchurch Mus.,2mm out,26.7.78,"",Sixpenny Handley,"82 Handley
82",flint,ST9917,10898,roughout,,,,,,,,,,,,,,0,0,4,0,,,,,,,,,0,0,0,,,,180,10,,19,,,,,1,,,,,,,,,,,,,,,,160
10899,97006,Christchurch Mus.,"1. fresh condition
2. found when laying electricity cable.",26.7.78,1941,"","SOUTHBOURNE.
c. 250yd. E. of SOLENT RD, near cliff 7 Oct 1841. 
Niii 33",flint,SZ 155910,10899,roughout,,,,,,,,,,,,,,1.5,0,0.5,0,,,,,,,,,0,0,0,,,,230,15,,26,,,,,0,,,,,,,,,,,,,,,,245
10900,97007,Christchurch Mus.,"1. poll edge is a flat scar facet, struck from centre of front face.",26.7.78,1913,"",Nii.12. SOPLEY 1913,flint,SZ1597,10900,reworked fragment,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,20,0,4,,,,110,0,,33,,,,,7,,,,,,,,,,,,,,,,230
10901,97008,Christchurch Mus.,"1. whenever clear, flaking predates grinding.",26.7.78,"","","HARROW FARM BRANSGORE. 
Nii 2.",flint,SZ 182978,10901,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,25,0,2,,,,90,5,,30,,,,,0,,,,,,,,,,,,,,,,160
10902,97009,Christchurch Mus. ,"1. states of poll edge is not very clear. There is only one small scar that is not weathered, & therefore clearly recent. The other scar on the front face is ground in. Whether this is so for similar scarring on back face is difficult to tell 
2. rather rough filled surface - ? white chert.",26.7.78,"","","WINTON. 1926.
N.II.38.
RH 355",flint,SZ 0893,10902,complete,,,,,,,95,,,,,,,0,0,0,0,,,,,,,,,105,0,6,,,,105,25,,32,,,,,0,,,,,,,,,,,,,,,,270
10903,97010,Christchurch Mus.,"",26.7.78,"","","FC ① 
B. 926 Markham Rd. CHARMINSTER.
Nii. 62.",flint,SZ 092936,10903,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,110,25,3,,,,125,25,,36,,,,,0.5,,,,,,,,,,,,,,,,310
10904,97011,Christchurch Mus. ,"1. poll edge is single scar facet, which curves down along front.
2. how much – if any – reworking has taken place is not clear. On the front face, all flaking in contact with grinding (apart from that labelled as 'damaged') looks earlier. This is mostly true on back as well, but there could still have been some reflaking.",26.7.78,"","","LATCH FARM 1935
Nii 40",flint,SZ 148945,10904,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,0,0,0,,,,80,10,,27,,,,,3,,,,,,,,,,,,,,,,125
10905,97012,Christchurch Mus.,"1. poll edge is a flat scar. Because there is no grinding around it, probably impossible to tell whether or not this an original feature. There doesn't seem to be any strong case against this, however.
1. grinding on middle of celt is little more than crushing",28.7.78,"",Vinney Ridge Indosure,"N.F. Vinney Ridge 132/45
α 34/70",flint,SU2605,10905,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,25,0,1,,,,130,10,,17,,,,,5.5,,,,,,,,,,,,,,,,85
10906,97013,Christchurch Mus.,"1. poll on both faces is unground, but poll edge is ground.",28.7.78,"","","Found on an allotment by Mr Witt.
CANBERRA RD. CHRISTCHURCH
CANBERRA RD CH CH",flint,SZ 142921,10906,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,170,20,7.5,,,,170,20,,50,,,,,0.5,,,,,,,,,,,,,,,,835
10907,97014,Christchurch Mus. ,"1. distinct poll edge
2. blade edge quite sharp & fresh",28.7.78,1940,"","105
HORDLE. 1940 Nii. 42.",flint,SZ 2795,10907,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,120,20,5,,,,120,30,,29,,,,,1.5,,,,,,,,,,,,,,,,280
10908,97015,"Christchurch
[?Mus.]","",28.7.78,1920,"","Cranleigh RD.
Southbourne

Nii 60
N. 47",flint,SZ 144921,10908,complete,,,,,,,80,,,,,,,0,1,1.5,1.5,,,,,,,,,50,0,2.5,,,,90,5,,19,,,,,2,,,,,,,,,,,,,,,,45
10909,97016,"Christchurch
Mus.",1. blade edge moderately sharp + fresh.,28.7.78,1915,South East top of Hengistbury Head,"Nii /19
SE top H.H.",flint,SZ 178 908,10909,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,115,20,5,,,,115,20,,23,,,,,2.5,,,,,,,,,,,,,,,,150
10910,97017,Christchurch Mus.,"1. blade edge quite sharp, but not very fresh. 
2. found when putting in electricity cable, ""something like wood below the celt, but fell to pieces."" (J. B. Caltin)",28.7.78,1938,"",KINGSTON LACY. JAN 1938. Nii. 34.,flint,ST 011985,10910,complete,,,,,,,75,,,,,,,0,0,0,0,,,,,,,,,180,0,3,,,,180,15,,33,,,,,0,,,,,,,,,,,,,,,,280
10911,97018,Christchurch Mus.,"",28.7.78,1927,"Tuckton, Dorset",TUCKTON LANE. Nii. 23,flint,SZ 1492,10911,reworked fragment,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,110,25,4.5,,,,110,25,,31,,,,,0.5,,,,,,,,,,,,,,,,240
10912,97019,"Christchurch
Mus.","",28.7.78,"",Wimbourne,"Wimbourne.
1911

Nii 57",flint,SZ 01 99,10912,reworked fragment,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,110,25,5,,,,110,25,,32,,,,,1,,,,,,,,,,,,,,,,290
10913,97020,"Christchurch
Mus.","1. back face is reflaked from blade edge, but not apparent secondary grinding.
2. found in field while putting in sewage plant.",28.7.78,"","","Near Double Dykes
W. Side, + near the sea
1931

Nii 37.",flint,SZ 161 909,10913,reworked fragment,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,110,25,5.5,,,,110,25,,30,,,,,1,,,,,,,,,,,,,,,,290
10914,97021,"p.p.
(drawn Southampton Mus.)",1. enquiry no. G.H.T. 1-99,27.7.78,"",Lord's Hill,[none],flint,SU 38 15,10914,roughout,,,,,,,,,,,,,,5,0.25,12,0.25,,,,,,,,,0,0,2,,,,145,20,,35,,,,,1,,,,,,,,,,,,,,,,315
10915,97022,Southampton Mus.,"",27.7.78,"","Butts Rd, Sholing","BUTTS RD. SHOLING [Dale Coll, 106]
Sholing Butts Rd WD
26
A.642.63",flint,Su 460115,10915,roughout,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,,,,160,20,,37,,,,,0,,,,,,,,,,,,,,,,550
10916,97023,Southampton Mus.,1. poll edge = cortex.,27.7.78,"","","FOUND IN GARDEN OF 2 ROSEWALL RD MAY BUSH 1952 MR P. G. SAUNDERS DEPTH 2'.6"".
2'6"" May bush 2 Rosewall Rd Mr P. G Saunders",flint,Su 387153,10916,complete,,,,,,,90,,,,,,,2.5,0.25,2,0.25,,,,,,,,,110,15,6,,,,110,15,,32,,,,,4.5,,,,,,,,,,,,,,,,235
10917,97024,Southampton Mus.,"1. half of poll edge is cortex. Other half is a rough flaked edge – could be damaged, but all scarring is in same condition.",27.7.78,"","Barrow Hill, Copythorne","A.653.63
27.",flint,Su 318147,10917,complete,,,,,,,85,,,,,,,0,0.25,0,0.25,,,,,,,,,125,0,5,,,,125,30,,31,,,,,5.5,,,,,,,,,,,,,,,,345
10918,97025,Southampton Mus.,"1. distinct poll edge facet. 
2. quite sharp, but not fresh, blade edge.",27.7.78,"","","[70] DALE COLLN
A.651.63
Shirley",flint,Su 4013,10918,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,110,25,5.5,,,,110,25,,32,,,,,2,,,,,,,,,,,,,,,,295
10919,97026,Southampton Mus. ,"",27.6.78,"",Bitterne Manor,"A.645.63
21
27",flint,Su 4413,10919,complete,,,,,,,85,,,,,,,0,0,28,0.75,,,,,,,,,130,20,1.5,,,,130,25,,24,,,,,1,,,,,,,,,,,,,,,,180
10920,97027,Colchester Museum,"1. all edges rounded (except for blade edge), perhaps by water, so extent of grinding is not everywhere clear.",3.7.78,"",Walton on the Naze,WALTON CB 007,flint,TM 25 21,10920,complete,,,,,,,95,,,,,,,0,0,0,0,,,,,,,,,30,5,1,,,,90,15,,20,,,,,0.5,,,,,,,,,,,,,,,,105
10921,97028,Maidstone Museum,"1. GRINSIDE, LONGSIDE & LEFEDWID taken off RIGHT SIDE edge. This edge has some grinding, & is better presented than left side edge, which has no grinding.
2. stained & battered.",1.8.78,"","","FOUND AT MAPLECOMBE FARNINGHAM KENT NEAR THE CASTLE R.G.R., F.S.A. 6 MARCH 1916.
MAPLECOMBE FARNINGHAM (Kent)",flint,"",10921,roughout,,,,,,,,,,,,,,0,0,6,0,,,,,,,,,70,0,1,,,,130,30,,33,,,,,0,,,,,,,,,,,,,,,,340
10922,97029,Maidstone Museum,1. stained & battered.,1.8.78,"","",LILLINGSTONE Kent,flint,TQ 5264,10922,roughout,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,0,0,0,,,,190,20,,45,,,,,0,,,,,,,,,,,,,,,,760
10923,97030,Maidstone Museum,"",1.8.78,"","","WEST YOKE. ASH SEVENOAKS 9 MAY 1909 R.G.R, F.S.A.
ASH Sevenoaks",flint,TQ 6065,10923,reworked fragment,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,90,0,2.5,,,,90,10,,30,,,,,3,,,,,,,,,,,,,,,,165
10924,97031,Maidstone Museum,1. what is left of original poll edge is a distinct ground facet.,1.8.78,"","","Neolithic 
Found on Hermitage Farm Allington Ang 27 1924 Donor Mr G. May.",flint,TQ 7256,10924,reworked fragment,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,90,35,5,,,,90,35,,32,,,,,1.5,,,,,,,,,,,,,,,,235
10925,97032,Maidstone Mus.,"1. distinct poll edge facet. 
2. heavy gloss on blade up to ridge across middle (i.e. point of max thickness) on both faces.",1.8.78,"","",SNODLAND Harrison,flint,TQ 7061,10925,complete,,,,,,,100,,,,,,,0,0,0,0,,,,,,,,,180,25,9,,,,180,25,,56,,,,,3,,,,,,,,,,,,,,,,830
10926,97033,Maidstone Mus.,1. fairly distinct poll edge facet.,1.8.78,"","",Gravesend Golf Links,flint,TQ 6471,10926,complete,,,,,,,100,,,,,,,0,0,0,0,,,,,,,,,100,25,4,,,,100,25,,38,,,,,2.5,,,,,,,,,,,,,,,,290
10927,97034,Maidstone Mus.,1. single ground in scar on poll edge.,1.8.78,"","",PARISH WELL. BURHAM HOUSE MR N FRENCH. APRIL 1935.,flint,TQ 7162,10927,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,115,15,5,,,,115,30,,41,,,,,1.5,,,,,,,,,,,,,,,,425
10928,97035,Maidstone Mus.,"",1.8.78,"","",20 Shalmsford Street. Chartham 1877 prest by John Marten Esq Jan 1892,flint,"",10928,complete,,,,,,,,,,,,,,0,0,1.5,0,,,,,,,,,110,0,4,,,,110,15,,28,,,,,0,,,,,,,,,,,,,,,,210
10929,97036,Maidstone Museum,"1. sharp blade edge, recently damaged.",1.8.78,1975,"","1 – 1976
BRABOURNE",flint,TR 105412,10929,complete,,,,,,,75,,,,,,,0,0,0,0,,,,,,,,,185,15,4,,,,185,25,,31,,,,,2.5,,,,,,,,,,,,,,,,510
10930,97037,Maidstone Mus.,"1. poll edge is single flat scar. 
2. blade edge sharp
3. whole piece in fresh condition.",2.8.78,"",Ightham,"E.G. Col
15856 A church's Ightham.",flint,TQ 5956,10930,reworked fragment,,,,,,,75,,,,,,,0,0,0,0,,,,,,,,,0,0,0,,,,70,25,,24,,,,,10,,,,,,,,,,,,,,,,120
10931,97038,Maidstone Mus.,"1. poll edge is single flake scar, ground in.",1.8.78,"",Platt,"Comp. Kent 1936
platt 1936 Kr
FLINT AXE",flint,TQ 6257,10931,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,100,5,9,,,,100,40,,33,,,,,16,,,,,,,,,,,,,,,,345
10932,97039,Maidstone Mus. (67-1966),"1. blade edge (although mostly missing) was clearly curved. This is caused by the large scar on the front face, which is probably ground-in damage. 
2. Archalant. 81, pp246 7. Fig.1.",2.8.78,1966,Dovington,[NONE],flint,TR 009615,10432,complete,,,,,,,95,,,,,,,2,0,0.5,0,,,,,,,,,105,25,6,,,,105,25,,38,,,,,1,,,,,,,,,,,,,,,,360
10933,97040,Maidstone Mus.,1. no grinding on either side edge or back face.,2.8.78,"","","LINTON 26, 1932",flint,TQ 7550,10933,roughout,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,5.5,,,,105,25,,34,,,,,0,,,,,,,,,,,,,,,,260
10934,97041,Maidstone Mus.,"1. blade hollow on back face, & blade edge concave (BLACON = 3)
2. found at a depth of 18"" on Mr. C. Foster's Dairy Farm, c.30' from the road in field.",2.8.78,1933,"","WARE ST Jan 1934
BRARSTED A.H. HOLTUM
6.1934.",flint,TQ 796 560,10434,complete,,,,,,,70,,,,,,,0,0,0,0,,,,,,,,,130,20,20,,,,130,25,,27,,,,,19.5,,,,,,,,,,,,,,,,275
10935,97042,Maidstone Mus. (118.1954),"1. iron-stained, but otherwise in fresh condition: has ""roughout feel"".",2.8.78,1938,"","Ripton Field TESTON G. F. Latter.
119.1954",flint,TQ 699532,10935,roughout,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,,,,150,25,,33,,,,,0,,,,,,,,,,,,,,,,395
10936,97043,Maidstone Mus.,"",2.8.78,1932,"Aldon, Kent","90.1955 Alden, Offham Mrs Hinknolt [?]",flint,TQ 6457,10936,roughout,,,,,,,,,,,,,,0,0,2.5,0,,,,,,,,,0,0,4,,,,180,30,,67,,,,,0,,,,,,,,,,,,,,,,1310
10937,97044,Maidstone Mus.,"",2.8.78,"","Ridding Fm, Lenham",30.1932,flint,"",10937,reworked fragment,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,20,30,4,,,,65,35,,29,,,,,8,,,,,,,,,,,,,,,,155
10938,97045,Maidstone Mus.,"1. all CORTEX is iron-stained scarring.
2. found in field.",2.8.78,1967,"",59.1968. CHARING.,flint,TQ 971512,10938,roughout,,,,,,,,,,,,,,19,0,15,0,,,,,,,,,0,0,3.5,,,,165,35,,51,,,,,0,,,,,,,,,,,,,,,,955
10939,97046,Maidstone Mus.,"1. strip of cortex runs virtually whole length of back face in centre, mostly unground.
2. Arch. Cont. 80, pp276-8, Fig 8.5
",2.8.78,1963,"Pond Fm, Hucking.",HUCKING 76.1965,flint,TQ 839537,10939,complete,,,,,,,85,,,,,,,12,,0,0,,,,,,,,,115,20,1,,,,115,20,,20,,,,,3.5,,,,,,,,,,,,,,,,85
10940,97047,NMW Cardiff,"1. dug up on site of the park above Caeran-Cymner GWR tunnel.
2. blade edge sharp & quite fresh.",7.8.78,"","Maestey, Mid Glam",32470,flint,SS 8591,10990,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,100,20,85,,,,100,20,,25,,,,,0.5,,,,,,,,,,,,,,,,155
10941,97048,NMW Cardiff,"",8.8.78,"","Caeran Brickworks, Ely, Cardiff",61.218,flint,ST 1375,10941,complete,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,75,0,3,,,,110,5,,19,,,,,40,,,,,,,,,,,,,,,,90
10942,97049,NMW Cardiff,1. 'found at a depth of about 1' while the donor's garden was being brought into cultivation'.,8.8.78,"","Ael-y-Bryn, Llandyrn, Cardiff.",76.15H,flint,ST 2583,10942,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,100,,6,,,,100,20,,22,,,,,,,,,,,,,,,,,,,,,145
10943,97050,NMW Cardiff,"1. poll edge = single flat scar.
2. present GRINSIDE = 50. Although all scarring on edges is patinated, it looks as if both were originally ground down to blade.
2. 'Arch. Camb. 1933, p. (figured)' on card, but I can't find any reference.",9.8.78,"",Aberaeron,33–279.,flint,SN 4562,10943,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,80,0,1,,,,90,20,,24,,,,,5,,,,,,,,,,,,,,,,90
10944,97051,NMW Cardiff,"1. found in garden
2. poll edge, on typological grounds, may have been originally ground, as this now missing. All scarring is in similar condition.",10.8.78,1965,"25 The Crescent, Machen, Newport",66.197,flint,ST 2189,10944,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,100,0,4,,,,100,20,,26,,,,,1,,,,,,,,,,,,,,,,190
10945,97052,NMW Cardiff,"1. Grimes 1939, Fig. 52.4",70.8.78,"","Escuan Hall, Towyn. Gwynedd",36–310,flint,SH 5800,10945,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,170,,11,,,,170,25,,50,,,,,,,,,,,,,,,,,,,,,695
10946,97053,NMW Cardiff,"1. distinct poll edge facet, though slightly blurred by rough surface
2. blade edge quite sharp
3. found while ploughing.",10.8.78,"","Coedarhydyglyn, St. George, Clwyd",70.33H,flint,SH 9775,10946,complete,,,,,,,6.5,,,,,,,0,0,0,0,,,,,,,,,100,25,80,,,,100,25,,30,,,,,3,,,,,,,,,,,,,,,,245
10947,97054,NMW Cardiff ,"1. side edges crushed, perhaps lightly ground
2. stained, but otherwise fairly fresh condition.
3. found half-buried in soil on a recently levelled surface",10.8.78,"","Ely, Cardiff",64.202,flint,SO 135769,10917,roughout,,,,,,,,,,,,,,1.5,0,0,0,,,,,,,,,0,0,1,,,,130,30,,39,,,,,0,,,,,,,,,,,,,,,,375
10948,97055,NMW Cardiff,"1. blade edge moderately sharp & fresh
2. CORTEX on back face fully ground. Could perhaps be a 'cherty' inclusion rather than outer crust.
3. 'found lying close together on a heap of earth recently moved by a mechanical excavator, during the construction of the School for Spastic Children' Bull Board of Celtic Studies 17, 1958 144.5. Plate 1.1 shows back face of both celts (other = 50137)",15.8.78,1956,"St. Cyres, Penarth",56.440/1.,flint,ST 170714,10948,complete,,,,,,,100,,,,,,,19,0,0,0,,,,,,,,,240,30,3.5,,,,240,30,,47,,,,,1,,,,,,,,,,,,,,,,1240
10949,97056,NMW Cardiff,"1. turned up by the plough.
2. Arch. Camb. 87, 1932, 407. Fig. 1 shows back face & left side. 
3. BR. 6",15.8.78,"","Ty rewydd Fm, Ystradgyntais Lower",32-218,flint,826097,10949,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,110,25,7.5,,,,110,25,,35,,,,,1,,,,,,,,,,,,,,,,325
10950,97057,NMW Cardiff,"Den I. E. Davies 1929 Prehistoric & Roman Remains of Denbighshire, 216-8. Fig. 64 shows front face (photo). Found when cutting deep trench or drain, c. 2½ ft. under the surface. ""It lay in a stratum of clay boggy ground. It appears to have been fixed of discovery). Davies says that this celt 'shows unmistakable signs of having been hafted, there being around the middle a band of brown stained surface.' (p. 218). This appears to show clearly on Davies' photo, but there's nothing totally convincing on the object itself. Most of the band seems to be differentially stained 'impurities' in flint, but there are suggestions of a clearer band on the photo celt than it now has: a b+w photo of it now would make comparison easier.",15.8.78,1857,"Coed Cochion Wood, Llanfair",38-753/1,flint,"",10950,complete,,,,,,,95,,,,,,,0,0,0,0,,,,,,,,,185,30,12,,,,185,30,,58,,,,,1.5,,,,,,,,,,,,,,,,1150
10951,97058,NMW Cardiff,"1. found during alterations to Mill, with 50140-2
2. Arch. Camb. 18, 1918, 1-5. W. Boyd Dawkins. Fig p. 3 shows back face & right side Wheeler 1925, p. 54. Fig 15.1 shows front face & left side, & view of blade edge. Grimes 1951,  p.139. Fig. 50.1 shows back face & left side",15.8.78,1860,"Llangrwyney, Crickhowell.",18-152/1.,flint,SO 2417,10951,complete,,,,,,,90,,,,,,,0,0,0,0,,,,,,,,,120,,4,,,,120,30,,38,,,,,,,,,,,,,,,,,,,,,420
10952,97059,NMW Cardiff,"1. Arch. Camb, 86, 1931, 356-8. Drawing shows back face & left side; photo ditto.
2. found at 1 or 2 spades' depths in field.
3. blade edge quite sharp, some small scarring.",16.8.78,"","Cefn Coch Fm, Frefeglwys Llanwnog",31-352,flint,SO 0293,10952,complete,,,,,,,75,,,,,,,0,0,0,0,,,,,,,,,110,25,3.5,,,,110,25,,25,,,,,1,,,,,,,,,,,,,,,,170
10953,97060,NMW Cardiff,"1. Arch. Camb. 99, 1947, 286-8. Fig 1 shows front face & one side. Savory accounts for the unrolled condition by suggesting it had recently been washed out of river bank.",16.8.78,"",River Usk,42-278,flint,ST 3286,10953,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,165,30,31,,,,165,30,,33,,,,,21.5,,,,,,,,,,,,,,,,490
10954,97061,NMW Cardiff,"1. Grimes 1939, Fig. 52.3
2. all scarring same condition, but sides look damaged at blade end.",16.8.78,1926,"Cae Cwarre, Rhiwsiôn, Llanwenog",37.702,flint,SN 4945,10954,complete,,,,,,,80,,,,,,,0,0,0,0,,,,,,,,,95,5,1.5,,,,95,5,,20,,,,,1,,,,,,,,,,,,,,,,90
10955,97062,NMW Cardiff,"1. blade edge fresh & sharp.
2. From 'Lateral Chamber I'. Also from this chamber were 2 leaf points, a bone pin & 'a few pieces of Neolithic A pottery', & 17 individuals (based on mandibles) (126-7). Fig.4.1 shows back face & left side (note how Grimes underestimates thickness of poll end).",17.8.78,1938,"Ty-isaf, Talgarth",39-210/22,flint,SO 182290,10955,complete,,,,,,,85,,,,,,,0,0,0,0,,,,,,,,,95,25,1,,,,95,25,,18,,,,,1,,,,,,,,,,,,,,,,95
10956,97063,"","",27.9.78,"",Chelmsford,"1978: 83: 44
NORTH END",flint,TL 9600,10956,complete,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,,,,100,10,,22,,,,,0,,,,,,,,,,,,,,,,85
10957,97064,Chelmsford Mus.,1. all scarring (bar damage on back of poll) predates grinding. No grinding on blade edge. ? preform.,27.9.78,"","",NORTH END 1890 1978: 83: 18,flint,TL 9600,10957,complete,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,100,0,0.5,,,,115,25,,22,,,,,0,,,,,,,,,,,,,,,,155
10958,97065,Chelmsford Mus. ,"1. blade edge has small scars along its whole length.
2. grinding on edges light & indistinct: no facets.
3. polish is very shiny",27.9.78,"","",1976: 598: 1,flint,"",10958,complete,,,,,,,70,,,,,,,0,0,0,0,,,,,,,,,140,10,0.5,,,,140,35,,20,,,,,0.5,,,,,,,,,,,,,,,,115
10959,97066,Chelmsford Mus.,1. smoothly ground.,27.9.78,"","","Between Gt. Baddow A.2. & Sandon, Essex
1978: 45: 1",flint,TL 7304,10959,complete,,,,,,,70,,,,,,,0,0,0,0,,,,,,,,,170,,3,,,,170,,,26,,,,,,,,,,,,,,,,,,,,,235
10960,97067,Chelmsford Mus.,"1. poll edge is flat cortex facet. 
2. scars on blade edge probably ancient damage (ground in).",27.9.78,"","",1978: 48: 1 KITCOMBE FARM ALTON,flint,"",10960,complete,,,,,,,95,,,,,,,0,0,0,0.75,,,,,,,,,10,0,0,,,,130,30,,36,,,,,11,,,,,,,,,,,,,,,,450
10961,97068,Chelmsford Mus.,"",27.9.78,"","","BEACHY HEAD 1978: 25: 4
9",flint,TV 5895,10961,complete,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,85,30,2,,,,90,30,,30,,,,,2,,,,,,,,,,,,,,,,205
10962,97069,Chelmsford Mus.,"1. Mus register gives NGR ""Su 870436 G"" apparently copied from box label.",27.9.78,"","Tilford, Surrey","TILFORD 1978l 17: 23
7",flint,Su 87436,10962,complete,,,,,,,100,,,,,,,0,0,7,0,,,,,,,,,15,0,2.5,,,,125,10,,30,,,,,0,,,,,,,,,,,,,,,,250
10963,97070,Chelmsford Mus.,1. poll edge formed by at least 5 flake scars.,27.9.78,"","",1977: 53: 3 Ranscombe ,flint,SS 9443,10963,complete,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,10,0,0,,,,90,30,,35,,,,,12.5,,,,,,,,,,,,,,,,220
